Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
https://www.efront.com/en/making-alternatives-less-alternative,text/html;charset=UTF-8,200,OK,Indexable,,Making alternatives less alternative | eFront,45,381,,0,0,,0,Making alternatives less alternative,36,,0,BlackRock automates private markets reporting with new eFront technolo...,73,eFront READY for GPs: Maximize value from day one,49,,,,https://www.efront.com/en/making-alternatives-less-alternative,,,,,,70543,2485,25.836,2,,7,3,0,0.45,143,52,0,13,9,0,,,,,75e336d509286bf197afa729f5b2cff,0.273,,,,,1.1,https://www.efront.com/en/making-alternatives-less-alternative,29/03/2022 10:38
https://www.efront.com/fr/alternative-investment-software/whole-portfolio-view,text/html;charset=UTF-8,200,OK,Indexable,,Whole Portfolio View | eFront,29,258,,0,0,,0,,0,,0,Contact us,10,Thank you for your interest in eFront,37,,,,https://www.efront.com/fr/alternative-investment-software/whole-portfolio-view,,,,,,96955,1157,13.256,3,,5,1,0,0.15,123,47,0,13,9,0,,,,,9bc09f5f5c84e67896df58f9bde08865,0.379,,,,,1.1,https://www.efront.com/fr/alternative-investment-software/whole-portfolio-view,29/03/2022 10:39
https://www.efront.com/fr/brochures/efront-real-estate-solutions,text/html;charset=UTF-8,200,OK,Indexable,,eFront Real Estate Solutions Brochure | eFront,46,411,,0,0,,0,eFront Real Estate Solutions Brochure,37,,0,Download the brochure,21,Thank you for your interest in eFront,37,,,,https://www.efront.com/fr/brochures/efront-real-estate-solutions,,,,,,94142,1198,13.635,3,,7,3,0,0.45,122,46,0,13,9,0,,,,,23950f27abedcd3a447f8bbd0d623334,0.386,,,,,1.1,https://www.efront.com/fr/brochures/efront-real-estate-solutions,29/03/2022 10:39
https://www.efront.com/fr/alternative-investment-software/efront-invest-as,text/html;charset=UTF-8,200,OK,Indexable,,eFront Invest AS | eFront,25,222,,0,0,,0,MANAGING AND ADMINISTERING ALTERNATIVE INVESTMENTS,50,,0,Key Product Features,20,Today’s Top Alternative Investment Challenges,45,,,,https://www.efront.com/fr/alternative-investment-software/efront-invest-as,,,,,,108085,1687,15.7,3,,7,3,0,0.45,123,47,0,13,9,0,,,,,5ff0a11e8f3a648d28482c06538b672,0.395,,,,,1.1,https://www.efront.com/fr/alternative-investment-software/efront-invest-as,29/03/2022 10:39
https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-vc-funds-in-q3-2020,text/html;charset=UTF-8,200,OK,Indexable,,"Returns, risks and liquidity of VC Funds in Q3 2020 | eFront",60,522,,0,0,,0,"RETURNS, RISKS AND LIQUIDITY OF VC FUNDS IN Q3 2020",51,,0,Get This Research Paper,23,Thank you,9,,,,https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-vc-funds-in-q3-2020,,,,,,89029,1327,11.967,2,,7,3,0,0.45,143,52,0,13,9,0,,,,,9fad1f8e0f66e9388bb7501eeda2e8da,0.281,,,,,1.1,https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-vc-funds-in-q3-2020,29/03/2022 10:38
https://www.efront.com/en/bridging-public-and-private-markets,text/html;charset=UTF-8,200,OK,Indexable,,Bridging public and private markets | eFront,44,382,,0,0,,0,Bridging public and private markets,35,,0,"Now part of BlackRock, eFront provides software solutions at the crossroads of public and private markets. What are the most striking differences between the requirements of the two worlds?",189,What is driving convergence between the two?,44,,,,https://www.efront.com/en/bridging-public-and-private-markets,,,,,,70321,2385,24.501,2,,7,3,0,0.45,143,52,0,14,10,0,,,,,2b061572bd93610c257d5823821cabdd,0.242,,,,,1.1,https://www.efront.com/en/bridging-public-and-private-markets,29/03/2022 10:38
https://www.efront.com/fr/etudes-de-cas-clients/wellershoff-partners-implements-efront-pevara,text/html;charset=UTF-8,200,OK,Indexable,,Wellershoff & Partners implements eFront Pevara | eFront,56,510,,0,0,,0,WELLERSHOFF & PARTNERS IMPLEMENTS EFRONT PEVARA,47,,0,Contact us,10,Thank you for your interest in eFront,37,,,,https://www.efront.com/fr/etudes-de-cas-clients/wellershoff-partners-implements-efront-pevara,,,,,,101660,1337,13.902,4,,5,1,0,0.15,123,47,0,14,10,0,,,,,d870ad1b69e8074b0851df10578a019b,0.293,,,,,1.1,https://www.efront.com/fr/etudes-de-cas-clients/wellershoff-partners-implements-efront-pevara,29/03/2022 10:39
https://www.efront.com/fr/nous-connaitre,text/html;charset=UTF-8,200,OK,Indexable,,About the company and the team| eFront,38,359,,0,0,,0,,0,,0,NOUS CONNAÎTRE,14,Notre histoire,14,,,,https://www.efront.com/fr/nous-connaitre,,,,,,111722,1965,16.763,2,,973,322,0,47.92,124,47,0,13,9,0,,,,,58180d5bb04d83c31cfe562b58dd001b,0.427,,,,,1.1,https://www.efront.com/fr/nous-connaitre,29/03/2022 10:39
https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-vc-funds-in-q3-2019,text/html;charset=UTF-8,200,OK,Indexable,,"Returns, risks and liquidity of VC Funds in Q3 2019 | eFront",60,522,,0,0,,0,"RETURNS, RISKS AND LIQUIDITY OF VC FUNDS IN Q3 2019",51,,0,Get This Research Paper,23,Thank you,9,,,,https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-vc-funds-in-q3-2019,,,,,,88659,1260,11.584,2,,7,3,0,0.45,143,52,0,13,9,0,,,,,d51a15146bb20f95eaa560b915c28f19,0.433,,,,,1.1,https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-vc-funds-in-q3-2019,29/03/2022 10:38
https://www.efront.com/en/resources/brochures,text/html;charset=UTF-8,200,OK,Indexable,,Brochures | eFront,18,164,,0,0,,0,BROCHURES,9,,0,eFront GP Suite,15,eFront Insight ESG Outreach Metrics,35,,,,https://www.efront.com/en/resources/brochures,,,,,,84584,1865,17.622,1,,1187,429,0,63.84,163,71,0,13,9,0,,,,,cb7faaa84aaef62fad676ba143e58ed,0.343,,,,,1.1,https://www.efront.com/en/resources/brochures,29/03/2022 10:38
https://www.efront.com/fr/news-press-releases/efront-pevara-private-equity-benchmarks-released-for-q3-2019,text/html;charset=UTF-8,200,OK,Indexable,,eFront Pevara private equity benchmarks released for Q3 2019 | eFront,69,630,,0,0,,0,eFront Pevara private equity benchmarks released for Q3 2019,60,,0,Insight private equity benchmarks released for Q3 2021,54,Insight private equity benchmarks released for Q2 2021,54,,,,https://www.efront.com/fr/news-press-releases/efront-pevara-private-equity-benchmarks-released-for-q3-2019,,,,,,61984,1294,16.939,3,,33,29,0,4.32,126,49,0,14,10,0,,,,,ad517166937ec12ebd2fced4fca4fd6d,0.271,,,,,1.1,https://www.efront.com/fr/news-press-releases/efront-pevara-private-equity-benchmarks-released-for-q3-2019,29/03/2022 10:39
https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-lbo-funds-in-q2-2020,text/html;charset=UTF-8,200,OK,Indexable,,"Returns, risks and liquidity of LBO Funds in Q2 2020 | eFront",61,535,,0,0,,0,"RETURNS, RISKS AND LIQUIDITY OF LBO FUNDS IN Q2 2020",52,,0,Get This Research Paper,23,Thank you,9,,,,https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-lbo-funds-in-q2-2020,,,,,,89245,1348,12.157,2,,7,3,0,0.45,143,52,0,13,9,0,,,,,6e0f4bc4eb6835d2a5f7268ef855a314,0.319,,,,,1.1,https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-lbo-funds-in-q2-2020,29/03/2022 10:38
https://www.efront.com/fr/brochures/efront-insight-esg-ratings,text/html;charset=UTF-8,200,OK,Indexable,,eFront Insight ESG Ratings | eFront,35,315,,0,0,,0,eFront Insight ESG Ratings,26,,0,Download the brochure,21,Thank you for your interest in eFront,37,,,,https://www.efront.com/fr/brochures/efront-insight-esg-ratings,,,,,,94243,1224,13.776,3,,7,3,0,0.45,122,46,0,13,9,0,,,,,ad73d26d4c168dac79043c7e800e862b,0.286,,,,,1.1,https://www.efront.com/fr/brochures/efront-insight-esg-ratings,29/03/2022 10:39
https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-lbo-funds-in-q2-2019,text/html;charset=UTF-8,200,OK,Indexable,,"Returns, risks and liquidity of LBO Funds in Q2 2019 | eFront",61,535,,0,0,,0,"RETURNS, RISKS AND LIQUIDITY OF LBO FUNDS IN Q2 2019",52,,0,Get This Research Paper,23,Thank you,9,,,,https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-lbo-funds-in-q2-2019,,,,,,88686,1261,11.615,2,,7,3,0,0.45,143,52,0,13,9,0,,,,,ceb5211bba284dbd3e15b5edca1911ce,0.594,,,,,1.1,https://www.efront.com/en/research-papers/returns-risks-and-liquidity-of-lbo-funds-in-q2-2019,29/03/2022 10:39
https://www.efront.com/en/tech-steps-up-to-enhance-oversight-in-outsourcing,text/html;charset=UTF-8,200,OK,Indexable,,Tech steps up to enhance oversight | eFront,43,386,,0,0,,0,Tech steps up to enhance oversight in outsourcing,49,,0,How can outsourcing support GPs concerned about oversight and transparent access to data? Are there additional risks?,117,What is the right operating model to ensure outsourcing does not damage oversight?,82,,,,https://www.efront.com/en/tech-steps-up-to-enhance-oversight-in-outsourcing,,,,,,69688,2166,23.181,2,,33,29,0,4.32,143,52,0,13,9,0,,,,,d0dd70361a478e5faa19f0f4b5894704,0.266,,,,,1.1,https://www.efront.com/en/tech-steps-up-to-enhance-oversight-in-outsourcing,29/03/2022 10:38
https://www.efront.com/en/contact,text/html;charset=UTF-8,200,OK,Indexable,,Contact-us | eFront,19,170,,0,0,,0,CONTACT US,10,,0,Contact us,10,Thank you for your interest in eFront,37,,,,https://www.efront.com/en/contact,,,,,,99646,1102,12.573,2,,98,93,0,13.84,144,50,0,14,9,0,,,,,91bc044a99e97ad372b26cc8acb62df4,0.264,,,,,1.1,https://www.efront.com/en/contact,29/03/2022 10:38
https://www.efront.com/fr/news-press-releases/efront-pevara-private-equity-benchmarks-released-for-q4-2019,text/html;charset=UTF-8,200,OK,Indexable,,eFront Pevara private equity benchmarks released for Q4 2019 | BlackRock,72,666,,0,0,,0,eFront Pevara private equity benchmarks released for Q4 2019,60,,0,Insight private equity benchmarks released for Q3 2021,54,Insight private equity benchmarks released for Q2 2021,54,,,,https://www.efront.com/fr/news-press-releases/efront-pevara-private-equity-benchmarks-released-for-q4-2019,,,,,,62066,1293,16.903,3,,7,3,0,0.45,127,50,0,14,10,0,,,,,3fb85654e287338bc36ba06c8592995,0.322,,,,,1.1,https://www.efront.com/fr/news-press-releases/efront-pevara-private-equity-benchmarks-released-for-q4-2019,29/03/2022 10:39
https://www.efront.com/en/alternative-investment-solutions/limited-partners,text/html;charset=UTF-8,200,OK,Indexable,,Alternative Investment Software for Limited Partner | eFront Software,69,610,,0,0,,0,,0,,0,LIMITED PARTNER ALTERNATIVE INVESTMENT SOFTWARE,47,The eFront Solution Suite for Limited Partners,46,,,,https://www.efront.com/en/alternative-investment-solutions/limited-partners,,,,,,117664,1583,13.729,1,,981,323,0,48.07,150,51,0,13,9,0,,,,,37c4a49ce0a187543cc6764f3060878,0.423,,,,,1.1,https://www.efront.com/en/alternative-investment-solutions/limited-partners,29/03/2022 10:38
https://www.efront.com/fr/etudes-de-cas-clients/national-pension-service-nps,text/html;charset=UTF-8,200,OK,Indexable,,National Pension Service (NPS) | eFront,39,350,,0,0,,0,NATIONAL PENSION SERVICE (NPS),30,,0,eFront Pevara private equity benchmarks released for Q3 2019,60,eFront: How tech can unlock private markets,43,,,,https://www.efront.com/fr/etudes-de-cas-clients/national-pension-service-nps,,,,,,59844,1240,16.954,3,,7,3,0,0.45,123,47,0,13,9,0,,,,,43a4d07ade8cde3f4320f3d7ed40a943,0.311,,,,,1.1,https://www.efront.com/fr/etudes-de-cas-clients/national-pension-service-nps,29/03/2022 10:39
https://www.efront.com/fr/news-press-releases/new-efront-invest-ui-transforms-the-client-experience,text/html;charset=UTF-8,200,OK,Indexable,,New efront invest ui transforms the client experience | eFront,62,532,,0,0,,0,New eFront Invest UI transforms the client experience,53,,0,Insight private equity benchmarks released for Q3 2021,54,Insight private equity benchmarks released for Q2 2021,54,,,,https://www.efront.com/fr/news-press-releases/new-efront-invest-ui-transforms-the-client-experience,,,,,,62702,1427,18.112,3,,7,3,0,0.45,126,50,0,13,9,0,,,,,152d4c7300b477d5b2736b3eac753379,0.37,,,,,1.1,https://www.efront.com/fr/news-press-releases/new-efront-invest-ui-transforms-the-client-experience,29/03/2022 10:39
https://www.efront.com/fr/recherche-et-etudes/private-equity-market-data-and-the-us-government-partisanship,text/html;charset=UTF-8,200,OK,Indexable,,Private Equity Market Data and the US Government Partisanship - eFront,70,642,,0,0,,0,PRIVATE EQUITY MARKET DATA AND THE US GOVERNMENT PARTISANSHIP,61,,0,Get This Research Paper,23,Thank you,9,,,,https://www.efront.com/fr/recherche-et-etudes/private-equity-market-data-and-the-us-government-partisanship,,,,,,88352,1365,12.393,3,,7,3,0,0.45,125,49,0,13,9,0,,,,,5124b135550e965d685163dcb396dbf6,0.257,,,,,1.1,https://www.efront.com/fr/recherche-et-etudes/private-equity-market-data-and-the-us-government-partisanship,29/03/2022 10:39
https://www.efront.com/en/case-studies/acumen-implements-efront-invest,text/html;charset=UTF-8,200,OK,Indexable,,Acumen implements eFront Invest | eFront,40,371,,0,0,,0,ACUMEN IMPLEMENTS EFRONT INVEST,31,,0,Contact us,10,Thank you for your interest in eFront,37,,,,https://www.efront.com/en/case-studies/acumen-implements-efront-invest,,,,,,101743,1255,13.374,2,,9,5,0,0.74,141,48,0,13,9,0,,,,,9f1f6965ed881a8c5db5dde9bdd6b2b6,0.29,,,,,1.1,https://www.efront.com/en/case-studies/acumen-implements-efront-invest,29/03/2022 10:38
https://www.efront.com/en/resources/webinars,text/html;charset=UTF-8,200,OK,Indexable,,Webinars - Alternative Investment Software | eFront,51,456,"BlackRock invests on behalf of our clients, from institutions to individuals in any stage of life, who entrust their savings to us. Learn more about us.",152,918,,0,UPCOMING WEBINARS,17,,0,,0,,0,,,,https://www.efront.com/en/resources/webinars,,,,,,58061,1083,15.735,1,,974,323,0,48.07,140,48,0,13,9,0,,,,,edd38e4bddda5debb8494035efdd18f9,0.259,,,,,1.1,https://www.efront.com/en/resources/webinars,29/03/2022 10:38
https://www.efront.com/en/research-papers/private-equity-market-data-and-the-us-government-partisanship,text/html;charset=UTF-8,200,OK,Indexable,,Private Equity Market Data and the US Government Partisanship - eFront,70,642,See what our data reveals for private equity performance when comparing a divided vs. unified US government ahead of the upcoming US Senate elections in the state,162,1050,,0,PRIVATE EQUITY MARKET DATA AND THE US GOVERNMENT PARTISANSHIP,61,,0,Get This Research Paper,23,Thank you,9,,,,https://www.efront.com/en/research-papers/private-equity-market-data-and-the-us-government-partisanship,,,,,,89293,1300,11.818,2,,7,3,0,0.45,143,52,0,13,9,0,,,,,e29f4d9b853c67ccf8d1d03f34ff5a51,0.446,,,,,1.1,https://www.efront.com/en/research-papers/private-equity-market-data-and-the-us-government-partisanship,29/03/2022 10:38
https://www.efront.com/fr/nous-connaitre/evenements,text/html;charset=UTF-8,200,OK,Indexable,,Events about Alternative Investment Innovation | eFront,55,482,,0,0,,0,EVENTS,6,,0,,0,,0,,,,https://www.efront.com/fr/nous-connaitre/evenements,,,,,,55929,1126,16.793,2,,971,322,0,47.92,121,44,0,13,9,0,,,,,c83c3b74b5eea1bd8441aa1d17e11823,0.214,,,,,1.1,https://www.efront.com/fr/nous-connaitre/evenements,29/03/2022 10:39
https://www.efront.com/en/brochures/efront-education-services,text/html;charset=UTF-8,200,OK,Indexable,,eFront Education Services | BlackRock,37,341,,0,0,,0,eFront Education Services,25,,0,Download the brochure,21,Thank you for your interest in eFront,37,,,,https://www.efront.com/en/brochures/efront-education-services,,,,,,95172,1167,13.339,2,,7,3,0,0.45,140,48,0,13,9,0,,,,,47cce146db4f3440c050797c7f01c26c,0.323,,,,,1.1,https://www.efront.com/en/brochures/efront-education-services,29/03/2022 10:38
https://www.efront.com/en/alternative-investment-solutions/performance-assesment,text/html;charset=UTF-8,200,OK,Indexable,,Performance Assessment Software - Alternative Investment | eFront,65,599,eFront Performance Assessment provides sophisticated and leading-edge solutions to analyse investments and drivers of performance.,130,854,,0,,0,,0,PERFORMANCE ASSESSMENT FOR FUND MANAGERS AND INVESTORS,54,Explore eFront’s Solutions Below,32,,,,https://www.efront.com/en/alternative-investment-solutions/performance-assesment,,,,,,102893,1235,13.006,1,,979,323,0,48.07,144,48,0,13,9,0,,,,,e44612de00645928ea52dce4875b8d12,0.589,,,,,1.1,https://www.efront.com/en/alternative-investment-solutions/performance-assesment,29/03/2022 10:38
https://www.efront.com/fr/alternative-investment-software/efront-portfolio-monitoring,text/html;charset=UTF-8,200,OK,Indexable,,eFront Portfolio Monitoring | eFront,36,308,,0,0,,0,L’INNOVATION AU SERVICE DE LA CRÉATION DE VALEUR,48,,0,À propos d’eFront Portfolio Monitoring,38,Les principaux défis du suivi des portefeuilles aujourd’hui,59,,,,https://www.efront.com/fr/alternative-investment-software/efront-portfolio-monitoring,,,,,,116188,2120,17.219,2,,1003,322,0,47.92,124,47,0,13,9,0,,,,,3deb95437470f2c993044728b34ceb7e,0.26,,,,,1.1,https://www.efront.com/fr/alternative-investment-software/efront-portfolio-monitoring,29/03/2022 10:39
https://www.efront.com/fr/alternative-investment-software/efront-investment-cafe,text/html;charset=UTF-8,200,OK,Indexable,,eFront Investment Café | eFront,31,281,,0,0,,0,LA NOUVELLE ÈRE DES PORTAILS INVESTISSEURS,42,,0,À propos d’eFront Investment Café,33,Les principaux défis de la relation investisseurs d’aujourd'hui,63,,,,https://www.efront.com/fr/alternative-investment-software/efront-investment-cafe,,,,,,113977,1969,16.386,2,,1003,322,0,47.92,124,47,0,13,9,0,,,,,add7b19e37ab4eede598a79e7944a792,0.341,,,,,1.1,https://www.efront.com/fr/alternative-investment-software/efront-investment-cafe,29/03/2022 10:39
